ID;ACTIVADO;NOMBRE;NOMBRE 2;FAMILIA (CATEGORIA);PRECIO VENTA;PROVEEDOR;PESO_BRUTO;TIPO_ART;DIMENSION;PESO;IVA;LARGO;ANCHO;GRUESO;DIAMETRO;DENSIDAD
119960;1;ACCESORIOS MANO R:99919328 SM520;ACCESORIOS MANO R:9991932;0020;2,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
119970;1;ACCESORIO POLVO R:99919332   SM520;ACCESORIO POLVO R:9991933;0020;4,4500;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
119980;1;HERRAMIENTA HENDIDURAS R:99926204  SM520;HERRAMIENTA HENDIDURAS R:;0020;3,3300;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
119990;1;HERRAMIENTA AL SUELO 28 CMS. R:99923366  SM520;HERRAMIENTA AL SUELO 28 C;0020;72,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120000;1;MANGUERA CURVADA R:99923442  SM520;MANGUERA CURVADA R:999234;0020;8,8900;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120010;1;ACCESORIO CEPILLO R:99919326  SM520;ACCESORIO CEPILLO R:99919;0020;6,6700;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120020;1;HERRAMIENTA AL SUELO STAND.30CMS.R:99923106 SM520;HERRAMIENTA AL SUELO STAN;0020;15,5500;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120200;1;ASPIRADOR SM 525 R:99913120  SM520;ASPIRADOR SM 525 R:999131;0020;477,7800;400000020;0,000;42;;0,000;0;0,000;0,000;0,000;0,000;0,000
120210;1;HERRAMIENTA FIJA AL SUELO R:99913202 SM525;HERRAMIENTA FIJA AL SUELO;0020;204,4500;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120220;1;HERRAMIENTA RECOGIDA AGUA (inc.bay)R:99932544SN525;HERRAMIENTA RECOGIDA AGUA;0020;15,5500;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120230;1;MANGUERA CURVADA SIN AJUSTE AIRE R:99923442SM525;MANGUERA CURVADA SIN AJUS;0020;8,8900;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120240;1;MANGUERA DE ASPIRACION 2,5M R:99923196    SM525;MANGUERA DE ASPIRACION 2,;0020;20,0000;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120250;1;HERRAMIENTA RECOGIDA AGUA R:99933240    SM525;HERRAMIENTA RECOGIDA AGUA;0020;62,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120260;1;MANGUERA CUARVADA 38MM R:99933236   SM525;MANGUERA CUARVADA 38MM R:;0020;6,6700;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120270;1;MANGUERA ASPIRACION 3M. R:99919352   SM525;MANGUERA ASPIRACION 3M. R;0020;35,5600;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120280;1;MANGUERA CURVADA R:99933326   SM525;MANGUERA CURVADA R:999333;0020;24,4400;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120400;1;ASPIRADOR SM 540 R:800210;ASPIRADOR SM 540 R:800210;0020;566,6700;400000020;0,000;42;;0,000;0;0,000;0,000;0,000;0,000;0,000
120410;1;HERRAMIENTA FIJA AL SUELO (Inc.bay)R:99913097SM540;HERRAMIENTA FIJA AL SUELO;0020;370,0000;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120420;1;HERRAMIENTA RECOGIDA AGUA R:99933240 SM540;HERRAMIENTA RECOGIDA AGUA;0020;62,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120430;1;MANGUERA CURVADA 38MM. R:99933236 SM540;MANGUERA CURVADA 38MM. R:;0020;6,6700;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120440;1;MANGUERA ASPIRACION 3M. R:99919352   SM540;MANGUERA ASPIRACION 3M. R;0020;35,5600;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120450;1;MANGUERA CURVADA R:9933326  SM 540;MANGUERA CURVADA R:993332;0020;24,4400;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120600;1;ASPIRADOR ASPRA 100 SPR R:99913054;ASPIRADOR ASPRA 100 SPR R;0020;733,3400;400000020;0,000;42;;0,000;0;0,000;0,000;0,000;0,000;0,000
120610;1;MANGUERA 2pc CROMADAS 32MM. R:99923102 A.100SPR;MANGUERA 2pc CROMADAS 32M;0020;18,8900;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120620;1;MANGUERA 2 pc CROMADA 38MM. R:99933626A.100SPR;MANGUERA 2 pc CROMADA 38M;0020;24,4400;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120630;1;CEPILLO TAPICERIA 32MM R:99919326   A.100SPR;CEPILLO TAPICERIA 32MM R:;0020;6,6700;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120640;1;HERRAMIENTA SUELO 40 CMS. BAY.GOMA R:99933240A.100;;0020;62,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120650;1;MANGUERA CURVADA CROMADA 32M R:99923442  A.100SPR;MANGUERA CURVADA CROMADA;0020;8,8900;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120660;1;HERRAMIENTA R:99919328 A.100SPR;HERRAMIENTA R:99919328;0020;2,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120670;1;ACCESORIO RECOGIDA AGUA R:99932544 A-1OO SPR;ACCESORIO RECOGIDA AGUA R;0020;15,5500;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120680;1;HERRAMIENTA TURBO 28 CMS. R:99923366   A.100SPR;HERRAMIENTA TURBO 28 CMS.;0020;72,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120690;1;HERRAMIENTA CEPILLO TAPICERIA R:99919332 A.100SPR;HERRAMIENTA CEPILLO TAPIC;0020;4,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120700;1;KIT ACCESORIOS R:99919264   A.100SPR;KIT ACCESORIOS R:99919264;0020;19,0000;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120900;1;ASPIRADOR ASPRA 100 EPR R:99913064;ASPIRADOR ASPRA 100 EPR R;0020;883,3300;400000020;0,000;42;;0,000;0;0,000;0,000;0,000;0,000;0,000
120910;1;MANGUERA CURVADA CROMADA 38MM. R:99933236   A.100E;;0020;6,6700;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120920;1;CONEXION R:99919335 A.100EPR;CONEXION R:99919335;0020;2,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120930;1;MANGUERA 2pc CROMADA 38MM. R:99933326 A.100EPR;MANGUERA 2pc CROMADA 38MM;0020;24,4400;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120940;1;CEPILLO TAPICERIA 32MM R:99919326  A.100EPR;CEPILLO TAPICERIA 32MM R:;0020;6,6700;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120950;1;HERRAMIENTA SUELO 40CM.BAY.GOMA R:99933240 A.100EP;HERRAMIENTA SUELO 40CM.BA;0020;62,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120960;1;MANGUERA CURVADA CROMADA 32MM R:99923442A.100EPR;MANGUERA CURVADA CROMADA;0020;8,8900;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120970;1;HERRAMIENTA R:99919328 A.100EPR;HERRAMIENTA R:99919328;0020;2,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120980;1;ACCESORIO RECOGIDA AGUA R:99932544A.100EPR;ACCESORIO RECOGIDA AGUA R;0020;15,5500;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
120990;1;HERRAMIENTA TURBO 28 CMS.A.100EPR;HERRAMIENTA TURBO 28 CMS.;0020;72,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121000;1;HERRAMIENTA CEPILLO TAPICERIA R:99919332   A.100EP;;0020;4,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121010;1;KIT ACCESORIOS R:99919264    A.100EPR;KIT ACCESORIOS R:99919264;0020;19,0000;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121200;1;ASPIRADOR ASPRA 200 SPR R:99913058;ASPIRADOR ASPRA 200 SPR R;0020;966,6700;400000020;0,000;42;;0,000;0;0,000;0,000;0,000;0,000;0,000
121210;1;CONEXION R:99919335 A.200SPR;CONEXION R:99919335;0020;2,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121220;1;MANGUERA 2pc CROMADAS 32MM R:99923102A.200SPR;MANGUERA 2pc CROMADAS 32M;0020;18,8900;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121230;1;MANGUERA CURVADA CROMADA 38MM. R:99933236A.200SPR;MANGUERA CURVADA CROMADA;0020;6,6700;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121240;1;MANGUERA 2pc CROMADA 38MM. R:99933326 A.200SPR;MANGUERA 2pc CROMADA 38MM;0020;24,4400;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121250;1;CEPILLO TAPICERIA 32MM R:99919326  A.200SPR;CEPILLO TAPICERIA 32MM R:;0020;6,6700;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121260;1;HERRAMIENTA SUELO 40CM.BAY.GOMA R:99933240 A.200SP;;0020;62,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121270;1;MANGUERA CURVADA CROMADA 32MM R:99923442A.200SPR;MANGUERA CURVADA CROMADA;0020;8,8900;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121280;1;HERRAMIENTA R:99919328    A.200 SPR;HERRAMIENTA R:99919328;0020;2,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121290;1;ACCESORIO RECOGIDA AGUA R:99932544 A.200SPR;ACCESORIO RECOGIDA AGUA R;0020;15,5500;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121300;1;HERRAMIENTA TURBO 28 CMS. R:99923366  A.200SPR;HERRAMIENTA TURBO 28 CMS.;0020;72,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121310;1;HERRAMIENTA CEPILLO TAPICERIA R:99919332;HERRAMIENTA CEPILLO TAPIC;0020;4,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121320;1;KIT ACCESORIOS R:99919264  A.200SPR;KIT ACCESORIOS R:99919264;0020;19,0000;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121500;1;ASPIRADOR ASPRA 200 EDNC R:99913028;ASPIRADOR ASPRA 200 EDNC;0020;1127,7800;400000020;0,000;42;;0,000;0;0,000;0,000;0,000;0,000;0,000
121510;1;CONEXION R:99919335 ASPRA 200 EDNC;CONEXION R:99919335;0020;2,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121520;1;MANGUERA 2pc CROMADAS 32MM R:99923102 A.200EDNC;MANGUERA 2pc CROMADAS 32M;0020;18,8900;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121530;1;MANGUERA CURVADA CROMAD 38MM. R:99933236A.200EDNC;MANGUERA CURVADA CROMAD 3;0020;6,6700;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121540;1;MANGUERA 2 pc CROMADA 38MM. R:99933326  A.200EDNC;MANGUERA 2 pc CROMADA 38M;0020;24,4400;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121550;1;CEPILLO TAPICERIA 32MM R:99919326 A.200 EDNC;CEPILLO TAPICERIA 32MM R:;0020;6,6700;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121560;1;HERRAMIENTA SUELO 40CM.BAY.GOMA R:99933240 A.200ED;HERRAMIENTA SUELO 40CM.BA;0020;62,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121570;1;MANGUERA CURVADA CROMADA 32MM R:99923442A.200EDNC;MANGUERA CURVADA CROMADA;0020;8,8900;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121580;1;HERRAMIENTA R:99919328    A.200 EDNC;HERRAMIENTA R:99919328;0020;2,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121590;1;ACCESORIO RECOGIDA AGUA R:99932544  A.200 EDNC;ACCESORIO RECOGIDA AGUA R;0020;15,5500;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121600;1;HERRAMIENTA TURBO 28CM. R:99923366   A.200 EDNC;HERRAMIENTA TURBO 28CM. R;0020;72,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121610;1;HERRAMIENTA CEPILLO TAPICERIAS R:99919332 A.200 ED;HERRAMIENTA CEPILLO TAPIC;0020;4,2200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121620;1;KIT ACCESORIOS R:99919264   A.200EDNC;KIT ACCESORIOS R:99919264;0020;19,0000;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121800;1;MAGNA TWIN 56CM. R:M0SS2200N;MAGNA TWIN 56CM. R:M0SS22;0020;1777,7200;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121810;1;BOLSAS DE PAPEL (10 unid.) R:900036M.TWIN 56;BOLSAS DE PAPEL (10 unid.;0020;33,3400;400000020;0,000;42;;0,000;0;0,000;0,000;0,000;0,000;0,000
121820;1;JUEGO DE SUJECICON R:190048  M.WIN 56;JUEGO DE SUJECICON R:1900;0020;48,8900;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121830;1;BOLSA DE TELA R:900016 M.TWING 56;BOLSA DE TELA R:900016;0020;40,0000;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
121840;1;FILTRO SALIDA AIRE LIMPIE R:190973 M.TWIN 56;FILTRO SALIDA AIRE LIMPIE;0020;71,1100;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
122000;1;MANGA TWIN 56 CMS. R:MOSS2200N;MANGA TWIN 56 CMS. R:MOSS;0020;1833,3300;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
122010;1;BOLSAS DE PAPEL (10 unid) R:900036  MANGNA TWIN 66;BOLSAS DE PAPEL (10 unid);0020;33,3400;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
122020;1;JUEGO DE SUJECCION  R:190048 MAGNA TWIN 66;JUEGO DE SUJECCION  R:190;0020;48,8900;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
122030;1;BOLSA DE TELA R:900016  MAGNA TWIN 66;BOLSA DE TELA R:900016;0020;40,0000;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
122040;1;FILTRO SALIDA AIRE LIMPIO R:190973 M.TWING 66;FILTRO SALIDA AIRE LIMPIO;0020;71,1100;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
122200;1;ASPIRADOR PORTAPAC R:M604636;ASPIRADOR PORTAPAC R:M604;0020;450,0000;400000020;0,000;42;;0,000;0;0,000;0,000;0,000;0,000;0,000
122210;1;KIT DE ACCESORIOS STAND. R:190907 PORTAPAC;KIT DE ACCESORIOS STAND.;0020;66,6600;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
122220;1;BOLSAS FILTRO (10unid.)R:603373 PORTAPAC;KIT FILTRO H.E.P.A. R:190;0020;295,5600;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
122240;1;CEPILLO TURBO R:190900  PORTAPAC;CEPILLO TURBO R:190900;0020;84,4400;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
122250;1;KIT BLOWER R:190939  PORTAPAC;KIT BLOWER R:190939;0020;105,5600;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
122260;1;BOLSA DE TELA ASPIRACION R:900016  PORTAPAC;BOLSA DE TELA ASPIRACION;0020;40,0000;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
122230;1;KIT FILTRO H.E.P.A. R:190938 PORTAPAC;KIT FILTRO H.E.P.A. R:190;0020;295,5600;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
110200;1;5700 STD DISCO 700MM(no incl.cepilly baterias);5700 STD DISCO 700MM(no i;0020;9612,1800;400000020;0,000;47;;0,000;0;0,000;0,000;0,000;0,000;0,000
085143;1;PICTOGRAMA PAPEL AZUL EP201 (10U);PICTOGRAMA PAPEL AZUL EP2;2540;0,0000;400002540;0,000;38;;0,000;0;0,000;0,000;0,000;0,000;0,000
085144;1;PICTOGRAMA PAPEL AMARILLO (10U) EP203;PICTOGRAMA PAPEL AMARILLO;2540;0,0000;400002540;0,000;38;;0,000;0;0,000;0,000;0,000;0,000;0,000
085145;1;PICTOGRAMA PAPEL ROJO EP205 (10U);PICTOGRAMA PAPEL ROJO EP2;2540;0,0000;400002540;0,000;38;;0,000;0;0,000;0,000;0,000;0,000;0,000
085146;1;CONTENEDOR R:00917 NEGRO POLIPROPILENO;CONTENEDOR R:00917 NEGRO;2540;0,0000;400002540;0,000;32;;0,000;0;0,000;0,000;0,000;0,000;0,000
078105;1;MANTEL ANONIMO 1,20M X 1,20M (500 U);MANTEL ANONIMO 1,20M X 1,;0398;0,0000;400000398;0,000;17;;0,000;0;0,000;0,000;0,000;0,000;0,000
006510;1;RAID CEBO (CAJA 96 U);INSECTICIDA CEBO PARA CUCARACHAS;0001;159,4700;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
035430;1;6127000 DISPENSADOR CAMILLA MET;DISPENSADOR CAMILLA MET R;0645;42,3100;400000645;0,000;44;;0,000;0;0,000;0,000;0,000;0,000;0,000
085147;1;PAPELERA C PEDAL 25L. R:05341 BLANCA;PAPELERA C PEDAL 25L. R:0;2540;0,0000;400002540;0,000;32;;0,000;0;0,000;0,000;0,000;0,000;0,000
085148;1;PAPELERA RECTANG.R:2952-00 BEIGE;PAPELERA RECTANG.R:2952-0;2540;0,0000;400002540;0,000;32;;0,000;0;0,000;0,000;0,000;0,000;0,000
006710;1;RAID HOGAR Y PLANTAS (24Ux1000);INSECTICIDA AEROSOL PARA INSECTOS DE HOGAR-PLANTAS;0001;161,7900;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
075710;1;SALVAU  AS PURACTIVE (10U);SALVAU  AS PURACTIVE (10U);1635;14,2400;400001635;0,000;5;;0,000;0;0,000;0,000;0,000;0,000;0,000
078010;1;MANTEL 120x120 400U);MANTEL 120x120 (500U);2500;31,2000;400002500;0,000;17;;0,000;0;0,000;0,000;0,000;0,000;0,000
028425;1;67630 AHORA 28495 KLEENEX SUPER SUAVE TOALLA 3C.;KLEENEX SUPER SUAVE TOALL;0645;95,4400;400000645;0,000;16;;0,000;0;0,000;0,000;0,000;0,000;0,000
085149;1;PLATAFORMA R:3640 P.MOD.2620 1;PLATAFORMA R:3640 P.MOD.2;2540;0,0000;400002540;0,000;4;;0,000;0;0,000;0,000;0,000;0,000;0,000
074916;1;GAMUZA MICROC. AMARILLA 40x45 (5U);GAMUZA MICROC. AMARILLA 4;1635;20,5800;400001635;0,000;23;;0,000;0;0,000;0,000;0,000;0,000;0,000
085150;1;CUBO 18 LITROS + ESCUR. R:F110-2000;CUBO 18 LITROS + ESCUR. R;2540;0,0000;400002540;0,000;26;;0,000;0;0,000;0,000;0,000;0,000;0,000
085151;1;F 110 200 SANI SIMPLE F 110 2000 18L+P-2000;F 110 200 SANI SIMPLE F 110 2000 18L+P-2000;2540;104,3100;400002540;0,000;26;;0,000;0;0,000;0,000;0,000;0,000;0,000
029901;1;PERSONAL SEAT CUBRE ASIENTOS;PERSONAL SEAT CUBRE ASIEN;0645;84,3800;400000645;0,000;40;;0,000;0;0,000;0,000;0,000;0,000;0,000
085154;1;RECIPIENTES RUBBERMAID 112-P;RECIPIENTES RUBBERMAID 11;2540;1310,0000;400002540;0,000;38;;0,000;0;0,000;0,000;0,000;0,000;0,000
085155;1;TAPA 145-P FLEXIBLE;TAPA 145-P FLEXIBLE;2540;680,0000;400002540;0,000;4;;0,000;0;0,000;0,000;0,000;0,000;0,000
085156;1;TAPAS REF:144P FLEXIBLE;TAPAS REF:144P FLEXIBLE;2540;600,0000;400002540;0,000;4;;0,000;0;0,000;0,000;0,000;0,000;0,000
085157;1;MANGO C PEDAL P MOPA BU-600;MANGO C PEDAL P MOPA BU-6;2540;5420,0000;400002540;0,000;28;;0,000;0;0,000;0,000;0,000;0,000;0,000
085158;1;MOPA PLANA ANTIMICROBIANA B-950-07;MOPA PLANA ANTIMICROBIANA;2540;1600,0000;400002540;0,000;27;;0,000;0;0,000;0,000;0,000;0,000;0,000
042131;1;BOBINA SECA-MANOS 330M. 1C. (UNIDAD);BOBINA SECA-MANOS 330M. 1;2500;0,0000;400002500;0,000;15;;0,000;0;0,000;0,000;0,000;0,000;0,000
085159;1;SOPORTE BIPOWER UNIDAD);SOPORTE BIPOWER REF:BU-400 (UNIDAD);2540;30,0000;400002540;0,000;27;;0,000;0;0,000;0,000;0,000;0,000;0,000
085160;1;MOPA SANIMOP ANTIMICROBIANA;MOPA SANIMOP ANTIMICROBIA;2540;8,9000;400002540;0,000;27;;0,000;0;0,000;0,000;0,000;0,000;0,000
028536;1;6644000 SCOTT PULLMAN TOALLA 2C;SCOTT PULLMAN TOALLA 2C.;0645;57,6000;400000645;0,000;16;;0,000;0;0,000;0,000;0,000;0,000;0,000
035810;1;8553 SCOTT PERFORMAN.(96u);SCOTT PERFORMAN.R:8553 (9;0645;18,0900;400000645;0,000;12;;0,000;0;0,000;0,000;0,000;0,000;0,000
010014;1;TABLA DE CORTE MARRON;TABLA DE CORTE MARRON NORMATIVA A.R.C.P.C.;0001;37,5800;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
035888;1;GEL SUAVE 500  (12x500);R.6303010 GEL SUAVE 500;0645;43,3200;400000645;0,000;3;;0,000;0;0,000;0,000;0,000;0,000;0,000
063650;1;COLONIA INFANTIL MILO R:1105 (12 U);COLONIA INFANTIL MILO R:1;1445;0,0000;400001445;0,000;33;;0,000;0;0,000;0,000;0,000;0,000;0,000
063675;1;COLONIA INFANTIL MILO R:1105 (UNIDAD);COLONIA INFANTIL MILO R:1;1445;0,0000;400001445;0,000;33;;0,000;0;0,000;0,000;0,000;0,000;0,000
085152;1;PICTOGRAMAS NEON EP 208   (10 U);PICTOGRAMAS NEON EP 208;2540;0,0000;400002540;0,000;38;;0,000;0;0,000;0,000;0,000;0,000;0,000
085161;1;TAPA CUADRADA R:2664-00 GRY PARA 3958;TAPA CUADRADA R:2664-00 G;2540;0,0000;400002540;0,000;4;;0,000;0;0,000;0,000;0,000;0,000;0,000
035457;1;CAJA 1ª Instalación RIPPLE;CAJA 1   Instalación RIPPL;0645;29,2200;400000645;0,000;22;;0,000;0;0,000;0,000;0,000;0,000;0,000
035889;1;GEL SUAVE 1000;GEL SUAVE 1000 R:6304020;0645;44,6600;400000645;0,000;3;;0,000;0;0,000;0,000;0,000;0,000;0,000
035459;1;CAJA 1ª Instalación RIPPLE;CAJA 1ª Instalación RIPPL;0645;110,7400;400000645;0,000;21;;0,000;0;0,000;0,000;0,000;0,000;0,000
004010;1;PISTOLA PULVERIZADORA JOHNSON;PULVERIZADOR;0001;4,3600;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
004020;1;GRIFO BOMBONA;GRIFO BOMBONA;0001;2,0800;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
004030;1;POSTE DE DESINFECCION;POSTE DE DESINFECCION;0001;297,8900;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
004040;1;BOTELLA 1,5L. (UNIDADES);BOTELLA 1,5L.;0001;8,5400;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
002370;1;GODDARS SILVER DIP 10 L.;LIMPIADOR LIQUIDO PARA PLATA;0001;48,8600;400000001;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
010017;1;ETIQUETAS CONTROL ALMACEN (8X250);ETIQUETAS CONTROL ALMACEN NORMATIVA A.R.C.P.C.;0001;145,3000;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
015950;1;JONCLEAN 707 (1000 KG);DETERGENTE ENERGICO DE USO GEMERAL;0007;2049,3500;400000007;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
010125;1;JON PRO AUTODOSE NAC (25 KG);NEUTRALIZANTE DE ALCALINIDAD Y CLORO;0002;59,6400;400000002;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
010375;1;JONCLEAN RAPID (1000 KG);DETERGENTE MUY CONCENTRADO LIMPIEZA DE CAMIONES;0007;625,5500;400000007;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
012150;1;JONCLEAN FOAM (CAJA 4U X 5 KG);ESPUMA ACTIVA CONCENTRADA;0007;124,4000;400000007;0,000;1;;0,000;0;0,000;0,000;0,000;0,000;0,000
018250;1;388000 ROCIADORA RAPID;ROCIADORA RAPID;0007;866,8700;400000001;0,000;10;;0,000;0;0,000;0,000;0,000;0,000;0,000
058500;1;SOPORTE DE CABELLO STARMIX TH-50 (SIN PULSADOR);SOPORTE DE CABELLO STARMI;2800;144,8400;400002800;0,000;41;;0,000;0;0,000;0,000;0,000;0,000;0,000
058600;1;SECADOR DE CABELLO STARMIX TH-50-Z (CON PULSADOR);SECADOR DE CABELLO STARMI;2800;155,2400;400002800;0,000;41;;0,000;0;0,000;0,000;0,000;0,000;0,000
058700;1;SECADOR DE CABELLO STARMIX TH-8 (SIN PULSADOR);SECADOR DE CABELLO STARMI;2800;182,3800;400002800;0,000;41;;0,000;0;0,000;0,000;0,000;0,000;0,000
058800;1;SECADOR DE CABELLO STARMIX TH-8-Z (CON PULSADOR);SECADOR DE CABELLO STARMI;2800;219,6100;400002800;0,000;41;;0,000;0;0,000;0,000;0,000;0,000;0,000
058900;1;SECADOR MURAL DE CABELLO STARMIX TH-500;SECADOR DE CABELLO STARMI;2800;188,7600;400002800;0,000;41;;0,000;0;0,000;0,000;0,000;0,000;0,000
059000;1;SECADOR DE CABELLO STARMIX TH-500-Z (CON PULSADOR);SECADOR DE CABELLO STARMI;2800;230,3400;400002800;0,000;41;;0,000;0;0,000;0,000;0,000;0,000;0,000
059100;1;SOPORTE  SUBE-BAJA  REGULADOR ALTURA THH-5 7;SOPORTE  SUBE-BAJA  REGUL;2800;239,5000;400002800;0,000;41;;0,000;0;0,000;0,000;0,000;0,000;0,000
059200;1;SOPORTE  SUBE-BAJA  REGULADOR ALTURA THH-800;SOPORTE  SUBE-BAJA  REGUL;2800;239,5000;400002800;0,000;41;;0,000;0;0,000;0,000;0,000;0,000;0,000
